135386 0 100163 3
290779 0 101026 3
21741 0 1021598 3
239189 0 1027763 1
810210 0 1029662 3
1097448 0 103635 3
36133 0 103776 3
85018 0 1042657 2
987100 0 10462 2
709560 0 1050990 3
285729 0 1054505 2
1082336 0 105526 2
1098846 0 1057355 3
88284 0 1059216 3
88284 0 1059218 1
576312 0 106318 3
499904 0 1063820 2
406525 0 1078569 3
624644 0 1078747 2
689851 0 1082693 3
1004258 0 1091351 3
182081 0 1091839 3
546459 0 1091906 3
794625 0 1095403 3
239511 0 109609 1
1014885 0 1100911 3
203039 0 1101373 3
902919 0 1103532 3
546825 0 110805 3
1026258 0 1116510 3
711710 0 1118015 3
257018 0 1121601 2
1101048 0 112313 2
895932 0 1130834 3
1088987 0 1133215 3
506025 0 1089642 3
1058036 0 1136320 1
328629 0 1142797 3
1021679 0 1143017 3
999897 0 114326 1
696312 0 1145727 3
763878 0 11461 3
276298 0 114752 2
622100 0 1152650 3
593135 0 1155358 3
1091545 0 1161630 3
900062 0 1163935 3
422624 0 1170953 2
663771 0 1183072 2
96250 0 1186091 2
148424 0 1192808 0
1084324 0 1193200 3
728110 0 119352 3
300933 0 1196440 3
1059970 0 1203666 2
1083675 0 1207273 3
320117 0 1208539 3
1083278 0 1212500 3
1087486 0 1213268 3
1024727 0 1216143 3
1097995 0 1218301 3
253965 0 1225604 3
681514 0 1237909 2
84778 0 1243823 1
282411 0 1245358 3
439061 0 1248180 3
99461 0 1253531 3
438316 0 1254095 3
588888 0 1260909 3
1096227 0 1265701 2
582848 0 1267600 3
375291 0 126823 1
696677 0 1276700 2
860071 0 1280735 3
994338 0 1280830 2
83621 0 1285360 2
1017830 0 1263638 3
969264 0 12954 3
1094389 0 1304256 3
244011 0 1308535 3
420934 0 1317213 3
85904 0 1319516 2
19552 0 1320723 3
780297 0 1321129 3
841020 0 132535 3
874914 0 132782 0
541969 0 1340397 2
901355 0 1354516 3
609469 0 1357096 3
123529 0 1361892 3
1063758 0 1365657 2
226132 0 1374917 2
1088734 0 1376394 2
138127 0 137649 1
620992 0 1381291 3
999610 0 1389277 3
305333 0 1396948 3
581975 0 1399463 3
586268 0 1401075 3
900077 0 1403713 3
900077 0 1403714 3
963788 0 1422889 3
831560 0 1425212 2
114638 0 1427131 2
1059698 0 1433239 2
980811 0 1439033 1
1089469 0 1439346 2
875796 0 1440644 1
567159 0 1452156 1
425330 0 1452490 3
802794 0 1455297 1
944245 0 1461071 3
592235 0 146220 3
592235 0 146223 2
1040703 0 1468542 3
111377 0 1474436 3
15607 0 1484018 2
503401 0 1491391 3
189312 0 1497612 3
623857 0 1499955 1
584569 0 1500751 0
1005476 0 1501571 2
328474 0 1503954 2
307008 0 151063 3
307008 0 151064 3
1048361 0 1514592 3
702790 0 151534 3
401878 0 151711 2
200296 0 1520189 1
808235 0 1524326 2
242219 0 1535460 3
634583 0 1537196 3
1095725 0 1545467 1
973917 0 1548118 3
727707 0 1549440 2
66908 0 1550347 3
109276 0 1554660 3
773924 0 1560033 2
184916 0 1560741 0
218000 0 1563923 2
792977 0 156398 3
662016 0 1565843 3
1058604 0 1567056 3
22882 0 1567596 3
761096 0 1567831 3
988169 0 1579409 3
356916 0 1589613 2
822649 0 1589988 1
1051214 0 1590950 3
964577 0 1591008 0
954455 0 1592437 1
478827 0 159768 1
995756 0 1602468 3
885301 0 1604526 2
1023850 0 1607869 3
520816 0 1611399 3
570905 0 1612955 1
402417 0 1614590 3
897789 0 161933 3
217246 0 162312 3
872655 0 1636321 3
88577 0 163907 2
586790 0 1643811 3
776392 0 1652667 2
952658 0 166256 3
260172 0 1673512 3
856568 0 1688293 3
1094579 0 1693502 1
1082870 0 1696122 3
1043337 0 1696361 3
1092010 0 1700052 3
34015 0 1710290 3
1036782 0 171535 3
327750 0 1720532 2
88577 0 1721889 3
657264 0 1727593 0
878959 0 1727634 3
420304 0 1732575 1
282530 0 173764 3
261521 0 1735979 3
451070 0 1738230 3
106508 0 1743739 1
511367 0 1781843 3
1097585 0 1781880 3
1051520 0 1782428 3
690508 0 178693 0
46095 0 1790005 3
1066966 0 180622 1
392393 0 1824038 3
912899 0 1836820 2
108622 0 1837320 3
143424 0 1837502 3
357340 0 1841712 0
556217 0 1845958 3
84106 0 184742 1
1100134 0 1849766 1
984856 0 1857938 1
47864 0 1867101 1
357664 0 186972 3
1037689 0 1872166 2
701663 0 187767 3
708904 0 1890218 3
985259 0 19009 3
1052965 0 1916842 3
827801 0 1935400 1
583611 0 1942522 3
509111 0 1943221 2
438324 0 1944454 3
915762 0 195400 2
694726 0 1954925 3
91711 0 1956185 2
321363 0 1967245 1
313262 0 1978066 3
860462 0 1982266 3
408765 0 1987259 2
853344 0 1989069 1
237936 0 1990785 3
237936 0 1990789 3
1101434 0 2000768 3
392195 0 2011125 2
1096256 0 2009392 1
987720 0 2011942 3
1045203 0 2012805 3
556976 0 2020524 2
1005163 0 2023244 3
1047738 0 2026902 3
184105 0 2038018 3
1028179 0 2040739 3
1095928 0 2041081 3
681514 0 204187 2
420304 0 20498 3
26079 0 2055072 2
677672 0 2056386 2
713448 0 2056798 1
754191 0 2059913 1
1092297 0 2067678 3
